"business_id","name","address","city","state","zipcode","total_checkin","num_review","business_rating"
"Xz7Iv0dO-FEKpFooeULfiw","Harvest Restaurant","7615 E Pinnacle Peak Rd, Ste B-1","Scottsdale","AZ","85255",57,15,"3.533333333333333"
"ljD9NsZzpLAsX9yva7lqJw","McDonald''s","9955 S Priest Dr","Tempe","AZ","85284",69,9,"2.3333333333333335"
"SaE64Qax50cXMV-LdK2ApQ","Bank of America","10114 W Flamingo Rd","Las Vegas","NV","89147",135,8,"2.75"
"9UH89MK29yaYa5BV95kcHg","Georgio''s Oven Fresh Pizza","13942 Cedar Rd","Cleveland","OH","44118",12,6,"2.8333333333333335"
"3G4oBmMbsljuOydzmUhOuA","Starbucks","4010 E Greenway Rd, Ste 100","Phoenix","AZ","85032",1387,33,"4.090909090909091"
"kp9o9uv_scnT6ZBdDvvLaA","MOXY Phoenix Tempe","1333 S Rural Rd","Tempe","AZ","85281",129,49,"4.1020408163265305"
"hPL2kQA59ST6-vAhNHKDBg","Pep Boys","3510 N Rancho Rd, Ste 150","Las Vegas","NV","89130",10,15,"2.3333333333333335"
"FvC3W9E6rXUYx-cTxbnUiA","Luna Rossa","450 Fremont St","Las Vegas","NV","89101",125,20,"3.25"
"IL8zlRWI2QQ0f7H7V4267A","Jiffy Lube","515 Marks St","Henderson","NV","89014",65,38,"3.5"
"AtLxMvmaIiAIwlHD588CHw","Homewood Suites by Hilton Charlotte Airport","2770 Yorkmont Rd","Charlotte","NC","28208",62,15,"4.266666666666667"
"9S52MoKf4hVs4Hgm4YEfeA","007 Nails","4237 Lien Rd, Ste I","Madison","WI","53704",3,5,"3.2"
"Gija3u7SaXAr3ittymiZ4A","Eggheads Breakfast Brunch and Lunch","317 S Church St","Charlotte","NC","28202",16,9,"3.3333333333333335"
"WxwXCBtpIS6tpEeyO8Xw0A","Touch Up Guys","8260 E Raintree Dr","Scottsdale","AZ","85260",2,4,"4.75"
"EMBHeW-gxcz1b6DHMLYQUA","White House","4225 N Craftsman Ct","Scottsdale","AZ","85251",148,14,"3.642857142857143"
"w3lvOCY1MyiVLHa8JXcklg","A & R Complete Service","3212 Procyon St","Las Vegas","NV","89102",2,53,"1.8113207547169812"
"CHW_DPKnTqudyRaDa4vwkg","McDonald''s","10290 W Charleston Blvd","Las Vegas","NV","89135",439,41,"1.975609756097561"
"1BmMabtdhKK9kJ1uUprrCw","LV Auto Center","4350 W Spring Mtn","Las Vegas","NV","89102",3,7,"2.142857142857143"
"sA98YP3aHiz9Jw1ZeIzsFQ","Sal''s City Deli","245 7th St","Pittsburgh","PA","15222",97,34,"3.588235294117647"
"YXa0A7aXV9wWNR0qJVVSDg","Bad Daddy''s Burger Bar","15105 John J Delaney Dr, Ste A","Charlotte","NC","28277",1047,207,"4.231884057971015"
"4BEl7jCbias-xEr-LrA1qw","Starbucks","101 N Tryon St","Charlotte","NC","28202",527,25,"3.12"
"UY9t1EL5PYxPiBGivkeE9Q","Fatburger","4663 E Sunset Rd","Henderson","NV","89014",197,68,"2.6029411764705883"
"APcFo99cz3EY-0MH6Q7WkQ","Scottsdale Family Dental","13910 N Frank Lloyd Wright Blvd, Ste 110","Scottsdale","AZ","85260",12,7,"5"
"fsTyQVRjkR7tPGI_FzfCKA","Arby''s","7035 N Durango Dr","Las Vegas","NV","89149",293,30,"2.933333333333333"
"lYlVsbhDrglWDdhh7OTM2w","Rendezvous Cafe","2341 N Rainbow Blvd","Las Vegas","NV","89108",16,6,"4.333333333333333"
"BLJC-pfogun0g7092kc3pg","Super Cleaners","9360 W Flamingo Rd, Ste 108","Las Vegas","NV","89147",54,20,"4.45"
"XH4jDFKyeCI7qkKq6PB9Nw","Baja Fresh Mexican Grill","675-A Mall Ring Cir","Henderson","NV","89014",176,35,"2.3714285714285714"
"nqHZia9GEkcPobU87hBwzg","Pizza Hut","15105 John J Delaney Dr, Ste 1","Charlotte","NC","28277",15,6,"1.8333333333333333"
"ITjc4ng0BYGuNKx-LodG4A","Panda Express","7700 W Arrowhead Towne Ct","Glendale","AZ","85308",24,9,"1.3333333333333333"
"oXIYs7rxT-bdgpeYzBfrzA","Caramba Mexican Food","6661 W Bell Rd, Ste 104","Glendale","AZ","85308",401,81,"3.728395061728395"
"xQIuQz-6i28ekYCNKQZvig","Panda Express","4321 W Flamingo Rd, 4949 Rancho Dr","Las Vegas","NV","89103",46,8,"3.25"
"xZhCCireQYwcRHh5Nc1Vkw","3 Roots Coffee House and Cafe","1020 S Mill Ave","Tempe","AZ","85281",14,29,"3.7586206896551726"
"0Fmvi7EnRqQfk_AG1q4JSw","Caribou Coffee","50 Public Sq","Cleveland","OH","44113",236,7,"3.5714285714285716"
"1NSP2-yi1jHJpos-F2080Q","Beyond Beauty Lashes","8480 S Las Vegas Blvd, Ste 130","Las Vegas","NV","89123",3,7,"4.428571428571429"
"xB7bsOpJbnK9nHEZw1ARDg","Napoli Pizzeria","4760 W Sahara Ave, Ste 11","Las Vegas","NV","89102",1520,270,"3.4592592592592593"
"K0tAljQDYW3KcfAoVitNMQ","Fred Meyer Jewelry Store","1300 W Sunset Rd","Henderson","NV","89014",49,8,"4"
"CQR6nRP27z5GigzU9Q_VOQ","Kelly Cook - Real Estate Group","15333 N Pima Rd, Ste 130","Scottsdale","AZ","85260",NULL,11,"5"
"EZRl9nOwcaED93NnFakvHw","Tea And Whisk","10271 S Eastern Ave, Ste 116","Henderson","NV","89052",74,23,"4.913043478260869"
"8aRk2nVmVvhfNFW9TcsUfA","Cafe Siena","Suncoast Casino, 9090 Alta Dr","Las Vegas","NV","89145",121,29,"2.310344827586207"
"JdQNxOiUFt0r2NN__rKnOw","Marco''s Pizza","3707 Darrow Rd","Stow","OH","44224",6,6,"4"
"h_vsOvGHQtEpUroh-5lcHA","Camden Gallery","1750 Camden Rd","Charlotte","NC","28203",NULL,5,"5"
"nGjqCFbLPeBJe55Mx-nIEw","Tacos Los Toritos","861 N Nellis Blvd","Las Vegas","NV","89110",141,25,"4.44"
"97cusyR85-H1aPehjqp22A","Jagua Temporary Tattoo","2000 S Las Vegas","Las Vegas","NV","89103",NULL,5,"1"
"CiAZtA0C8AYcPdaaKt816A","Carl''s Jr.","2380 E Flamingo Rd","Las Vegas","NV","89119",140,18,"3.555555555555556"
"q2PUogtjncgsNn-pLzw5HQ","McDonald''s","8849 N 7th St","Phoenix","AZ","85020",47,17,"1.5294117647058825"
"Vmc-TwfL5elOla0ziaT5sg","Phoenix Airport Marriott","1101 North 44th St","Phoenix","AZ","85008",472,39,"3.128205128205128"
"MA-CtldVzpBURSNwECCNTw","The Urban","3601 E Mcdowell Rd","Phoenix","AZ","85008",1,4,"3"
"Vjz9UHMRWRDdl3t3WkaR0w","Merchant, Dr.","2525 S Rural Rd, Ste 2-N","Tempe","AZ","85282",NULL,5,"4.2"
"rECgTdKelvefty5JIXHDbg","McDonald''s","8635 Spring Mountain Rd","Las Vegas","NV","89117",353,34,"2.1470588235294117"
"hNCKIrMJSacjMiWVwRb_YQ","Lotsa Stone Fired Pizza","3621 Forbes Ave","Pittsburgh","PA","15213",12,6,"3.6666666666666665"
"qFwPhiDWAa_gjYwz3lQdtQ","California Nails","1000 Ross Park Mall Dr","Pittsburgh","PA","15237",6,11,"2"
"75h1zQoWi_D7SMHIIYpeMQ","Christian DeAngelis Salon","7329 E, Ste tson","Scottsdale","AZ","85251",2,8,"5"
"T35-YGbuQ21F0I_F_Fj6NQ","Let''s Lash","6925 E 5th Ave, Ste 104","Scottsdale","AZ","85251",60,18,"4.722222222222222"
"YAODkC2s68TbF_kB9rFmMQ","Chapman BMW on Camelback","830 E Camelback Rd","Phoenix","AZ","85014",272,140,"4.1"
"Vy8TOqwxkhj7Bo74e7fWHQ","White Rock Loop","Red Rock Canyon National Conservation Area","Las Vegas","NV","89161",83,8,"4"
"Z7bO1ThgWm7TL3ql2u3Ckw","Fry''s Food and Drug","4315 W Bell Rd","Glendale","AZ","85308",26,5,"3"
"MygS9ui24_aBuz-1CbG1pQ","La Quinta Inn Phoenix Sky Harbor Airport","911 South 48th St","Tempe","AZ","85281",99,33,"2.9393939393939394"
"doW7nAJX6PeH0Ig_mhJsGg","Red Sea Hookah Lounge","827 S Rural Rd","Tempe","AZ","85281",88,18,"3.7777777777777777"
"uZLt76BL4_4A-T6501ugnQ","Ayrsley Nail Bar","2215 Ayrsley Town Bllvd, Ste C","Charlotte","NC","28273",92,52,"4.461538461538462"
"zD44WlwY42lJVLY17swYEg","My Salon","1641 W Warm Springs Rd","Henderson","NV","89014",1,17,"2.8823529411764706"
"7KkgMcbVaetryW1wwpzvvA","Cafe Rio","5765 Centennial Center Blvd","Las Vegas","NV","89149",822,110,"3.309090909090909"
"xAQyT_S3QUqndNKdfdZufA","Thomas Kintonis, DDS","2461 Professional Ct","Las Vegas","NV","89128",24,10,"4.8"
"7UtqNjjd9D6oU7UcT2nxig","Capriotti''s Sandwich Shop","8450 W Sahara Ave, Ste 116","Las Vegas","NV","89117",335,63,"3.873015873015873"
"WHQA1tr0dztKcCQUtTT3sg","Tacos Chava","2804 W Van Buren St","Phoenix","AZ","85009",27,9,"4.333333333333333"
"sBpZSH-KoZpsw6zzIUWaZg","Acura Of Tempe","7800 S Autoplex Lp","Tempe","AZ","85284",84,55,"4.1454545454545455"
"oDcTa97TuRsNVg8urdw6qA","Papa John''s Pizza","4790 S Fort Apache Rd","Las Vegas","NV","89147",51,39,"2.076923076923077"
"WUwSC6YDIplLPYucqIQIFg","Wendy''s","1131 W Sunset Rd","Henderson","NV","89014",140,21,"2.1904761904761907"
"mzB1HMdxt7ftF4OFbWWLmQ","Diva Nails & Spa","193 Gibson Rd, Ste 120","Henderson","NV","89014",4,15,"3.6666666666666665"
"keQlXWfz2K7GukqaReVyow","Ichiban Sichuan","610 S Park St","Madison","WI","53715",313,101,"3.9306930693069306"
"Q9cWDYqsklgeQcrqm4fTQw","Cabana on Mill","5101 S Mill Ave","Tempe","AZ","85282",32,6,"4"
"mrQqy-xU6nanRoPabNw-jA","Defending the Caveman","301 Fremont St","Las Vegas","NV","89101",72,73,"4.178082191780822"
"ayOJSIl-P16HZAQBcQfUyQ","California Hotel & Casino","12 East Ogden Ave","Las Vegas","NV","89101",6577,248,"3.5483870967741935"
"pUhU5ohYv65g8B47dTXAKA","Starbucks","591 N Eastern Ave, Ste 110","Las Vegas","NV","89101",352,25,"2.56"
"c52uINsCUV6tjtZFAxXEbg","BATHHOUSE Spa","Delano Las Vegas, 3950 S Las Vegas Blvd, 2nd Fl","Las Vegas","NV","89119",210,90,"4.122222222222222"
"GagrEUDloyLmrgmVtHAYcQ","Eloquent Nails","362 George W Liles Pkwy NW","Concord","NC","28027",12,7,"3.5714285714285716"
"mdH4B106mV183WZ_koNADQ","Choppers Hair Salon","10610 N Scottsdale Rd","Scottsdale","AZ","85254",173,92,"4.619565217391305"
"7i4wL1n7BnegLLxOkJV3mg","Essence Within","13610 N Scottsdale Rd, Ste 111","Scottsdale","AZ","85254",NULL,4,"5"
"50NTSGbZ3pN5643_K1IReA","Via Delosantos","9120 N Central Ave","Phoenix","AZ","85020",799,174,"4.011494252873563"
"r2vAwakuF7qXNtQDuMEFpA","Panda Express","4780 W Tropicana Ave","Las Vegas","NV","89103",217,31,"2.935483870967742"
"Ohm7MmbCtN6sgxmPiDE9jA","Joe Mama''s Pizza and Grill","9124 S Tryon, Ste A","Charlotte","NC","28273",37,21,"3.857142857142857"
"gKPGer8_b532vRzEjsXQxA","Strings Italian Cafe","2222 E Tropicana Ave","Las Vegas","NV","89119",111,35,"3.5142857142857142"
"-fMF2IZVT6zgYFxzxfr66A","Apartment Hunters","1660 S Alma School Rd, Ste 205","Mesa","AZ","85210",12,6,"1"
"ECUUMjexmkZTI6pT8G4RxA","Days Inn Airport - Phoenix","2900 East Van Buren Street","Phoenix","AZ","85008",7,12,"1.5"
"yt_A1yRHQAxw8q1G0ATU4g","Colorful Nails","3320 S McClintock Dr","Tempe","AZ","85282",59,23,"3.608695652173913"
"SHiJlYdxQmJur3i-gLf9MQ","The Red Ring Bar & Grille","1015 Forbes Ave","Pittsburgh","PA","15219",134,28,"3.142857142857143"
"_JPdgTwqh_JoPA_GprRo1g","Dukes Bread","Atherton Market, 2104 South Blvd","Charlotte","NC","28203",8,6,"5"
"VxCnyVYn-FFgv6F1EqbdKA","Gold Coast Hotel and Casino","4000 West Flamingo Rd","Las Vegas","NV","89103",3985,277,"3.296028880866426"
"WHdmQ-zPYYTJUqaUOfNpkQ","Dairy Queen","3154 W Sahara Ave","Las Vegas","NV","89102",129,32,"2.3125"
"kgmmFwrwictFsDqT42Lxxw","Desert Point Dental","2560 Montessouri St","Las Vegas","NV","89117",20,11,"3.5454545454545454"
"fS29ivpoAXApmwZGs1CCgQ","Hans'' Auto Service","10824 N 96th Ave, Ste 5","Peoria","AZ","85345",2,8,"4.875"
"s_LBvWoe1Vsfhw3vdmiLuw","Chinatown Restaurant","2700 W Baseline Rd","Tempe","AZ","85283",21,11,"2.7272727272727275"
"jwwB8ODJoos5vW11kAoaKw","Graze Desert Grille","7677 E Princess Blvd","Scottsdale","AZ","85255",39,6,"3.8333333333333335"
"dqtWVr1WlaQcmPPCrmZH3w","Del Taco","4470 N Rancho Dr","Las Vegas","NV","89130",70,17,"1.7647058823529411"
"F_IxBKdQ9BI5BG6EJkx7Fg","Stevee Danielle Hair & Makeup","8790 S Maryland Pkwy","Las Vegas","NV","89123",23,34,"3.823529411764706"
"oZQhQRDCvhMaOmGcl3FPjg","Traditional Foot Massage","5595 W Spring Mountain Rd","Las Vegas","NV","89146",71,42,"2.857142857142857"
"3_A59jPniLD5ViVuKMYpJw","Acacia Cafe","3701 E Indian School Rd","Phoenix","AZ","85018",868,179,"4.195530726256983"
"1XdWZTPXPRRaE0SsEbHcQQ","The Café Carnegie","4400 Forbes Ave","Pittsburgh","PA","15213",35,20,"3.55"
"9SZjh75TGnyFjRUWUzPEuQ","Dirty Pretty","7443 E 6th Ave","Scottsdale","AZ","85251",195,27,"3.444444444444444"
"ZwYhFeyU7H8196rPQYmLUg","Vintner Wine Market","8128 Providence Rd","Charlotte","NC","28277",477,41,"4"
"R7LyTeiOHLyTNkA8HssBRQ","Los Tacos","4001 W Sahara Ave","Las Vegas","NV","89102",1362,238,"4.1722689075630255"
"WSiQKl0qOL9Pl83mJzgE7g","Rodibertos Mexican Food","814 N Central Ave","Phoenix","AZ","85004",16,15,"4.266666666666667"
"SViPlfsmwqvWNxZuVOgOMQ","Subway","616 E Green St","Champaign","IL","61820",31,9,"2.444444444444444"
"ujfIrNpNM9D020nPL4znRQ","Del Taco","2450 N Rancho Dr","Las Vegas","NV","89130",44,6,"1.8333333333333333"
"BEc3HRXw8xSEL2C6e47jRQ","Sheraton Grand at Wild Horse Pass","5594 W Wild Horse Pass Blvd","Chandler","AZ","85226",773,102,"3.686274509803922"
"-oVh2k9RZJWOMgRKWNSm1A","Cut Line Studio",", 4270 Blue Diamond Rd","Las Vegas","NV","89147",6,4,"4"
"m6TRzUX-QizEkvNRpub3lA","Wendy''s","5757 Wayne Newton Blvd","Las Vegas","NV","89119",190,25,"2.76"
"eugCeDZbUZRoLAlcRFKVNw","Fired Pie","14740 N Northsight Blvd","Scottsdale","AZ","85260",491,143,"4.405594405594406"
"ujOXP2aMdYbUl4qNJrLypg","Egg World","7905 W Sahara","Las Vegas","NV","89117",8,8,"2.75"
"RFShuclj__l61sC6XGqpvQ","Diva Studio","8876 S Eastern Ave, Ste 104","Las Vegas","NV","89123",151,51,"4.411764705882353"
"sHsjBV5_kuuC2aU2PuSlUg","Jaburritos","2600 W Sahara Ave, Ste 115","Las Vegas","NV","89102",742,128,"4.4375"
"oU8mRUY-XtaVR_RSgKZtTA","TCBY","14835 Ballantyne Village Way","Charlotte","NC","28277",39,9,"4.111111111111111"
"Z4I8ebf8_VKQavfsl7kLdA","All Imports Auto Service","3411 S Decatur Blvd","Las Vegas","NV","89102",9,16,"4.125"
"JOe7c6ikwgNduRQfi4vZXg","Lejon Jenkins-RE/MAX Central","8400 W Sahara Ave, Ste B","Las Vegas","NV","89117",NULL,8,"5"
"d0PAdyhEJZaG6KvwHh9AvA","Rubys Salon And Spa","2575 S Cimarron Rd, Ste 101","Las Vegas","NV","89117",1,5,"4.4"
"URXnngjBMJtJ7AD8bY8mcw","Box Canyon Primary Care","2647 Box Canyon Dr","Las Vegas","NV","89128",75,12,"3.25"
"V8CzQtEsSJLMiRY2ew3suA","Cimarron Apartments","8301 W Flamingo Rd","Las Vegas","NV","89147",9,9,"3.444444444444444"
"LCFyS6XdPR0BNgmjT5M_dw","Hoot & Howl","55 N Litchfield Rd","Goodyear","AZ","85338",11,10,"2.6"
"D_9PuqsC1nAfiXaZ0bCg2w","Advanced Auto Service & Tire Centers","1267 E Baseline Rd","Gilbert","AZ","85233",24,7,"4.142857142857143"
"WEpu2goj7QggSgL_nP2EMg","Oaxaca Restaurante Y Cantina","1516 W Van Buren St","Phoenix","AZ","85007",90,25,"3.28"
"3IhSTnBpQyFk29XnDAOM4w","Steve Moore Chevrolet","9325 South Blvd","Charlotte","NC","28273",31,17,"3.6470588235294117"
"rlXgCJVxf5wP4sPhxH_2XQ","Gib''s Bar","1380 Williamson St","Madison","WI","53703",206,39,"4.128205128205129"
"TbwlFhtgFaZ_7iIcys3j0g","American Heating and Air Conditioning","1017 E Chambers St, Ste 24","Phoenix","AZ","85040",14,13,"5"
"o9QvkVV6_px-8CN-3yDsOg","Aura Salon & Day Spa","15029 N Thompson Peak Pkwy, Ste B123","Scottsdale","AZ","85260",123,35,"4.114285714285714"
"Jjqm5PRTTdI4Ed9so3WYyA","Pearle Vision Scottsdale","14900 N Pima Rd, Suite #104","Scottsdale","AZ","85260",23,7,"4.142857142857143"
"ztLiT-GpWviTlkBUmuW6Bg","Las Vegas Auto Body","4005 W Post Rd","Las Vegas","NV","89118",3,10,"4.9"
"M9xBz7QSw1rV0glDmP5k1A","Papa John''s Pizza","16049 Johnston Rd, Ste J","Charlotte","NC","28277",4,5,"2.6"
"JlzcmbSaif3MSnpZreD7dA","Little Chops","7410 W Bell Rd","Glendale","AZ","85308",13,5,"3.8"
"xKKgbQfvggih09Vve0Pv9g","Club Fortune Casino","725 S Racetrack Rd","Henderson","NV","89015",270,30,"2.8333333333333335"
"dQ8kST_dfWcZVcLlIk7yRA","Kimmyz Tatum Point","4601 E Bell Rd","Phoenix","AZ","85032",182,29,"3.7586206896551726"
"ppasQEo3jPkBdwdRGVd9WQ","Roberto''s Taco Shop","4955 E Craig Rd, Ste 2","Las Vegas","NV","89115",127,26,"3.3846153846153846"
"tZFTod_4lMMoXpdHxqawLw","Power Exchange","3610 S Highland Dr","Las Vegas","NV","89103",13,7,"2.7142857142857144"
"IXXERocY1bqGwRllcy8J2w","Sophia''s Bakery & Cafe","831 E Johnson St, Ste 4","Madison","WI","53703",225,146,"4.404109589041096"
"6Lqjhx0NloQWVwWdonh5lA","Brad''s Brew","200 S College St, Ste 313","Charlotte","NC","28202",150,15,"2.6666666666666665"
"0hpq5n0FYg4uF1r79TMfCA","Welch Plastics","4080 W Desert Inn Rd, Ste W110","Las Vegas","NV","89102",4,3,"3.6666666666666665"
"pbBmAhSLQuXNvD-cggJo1Q","Preferred Collision Shop","8355 E Raintree Dr, Ste 140","Scottsdale","AZ","85260",5,10,"5"
"wknp5VJ8sz0-AsLkOI9CAA","Starbucks","8912 E Pinnacle Peak Rd","Scottsdale","AZ","85255",30,15,"3.1333333333333333"
"-o0xWAEO-C2oqlyt9TO8qg","McCormick & Schmicks Seafood Restaurant","2575 E Camelback Rd, Ste 175","Phoenix","AZ","85016",188,25,"3.84"
"3Z2H8TFW5OTubRrwkRejpw","The Downtown Deli","130 N Central Ave","Phoenix","AZ","85004",134,47,"3.8085106382978724"
"d_kHr7DFuLO22llFhW6JiQ","Jimmy Nails Spa","393 W Warner Rd, Ste 115","Chandler","AZ","85225",9,14,"3"
"LLPjL6EGrtsBlYOfZbhuqA","Courtyard Phoenix Camelback","2101 East Camelback Rd","Phoenix","AZ","85016",137,26,"3.8461538461538463"
"IZexpazZj8lBbrcnjoGIrA","Subway","591 College Dr, Ste A","Henderson","NV","89015",31,8,"4"
"sB1lPLICz4nrOuuqgLv50A","Morton''s The Steakhouse","400 E Flamingo Rd","Las Vegas","NV","89169",599,167,"4.25748502994012"
"c08wgDTKu0Q0NFSDTFHzYQ","DiMura''s Moving Service","7024 E Osborn Rd","Scottsdale","AZ","85251",3,8,"3.875"
"Ou7atDIVAKz2ZmxRUGlneg","Knights Inn Phoenix North","2735 W Sweetwater Ave Bldg B","Phoenix","AZ","85029",12,6,"1.5"
"8eCC1DKp3SR9OVNCWFsGVw","Preferred Family Dentistry","8785 W Warm Springs Rd, Ste 108","Las Vegas","NV","89148",17,6,"5"
"lcSsIw_oC-OT2veksCtRwg","China Way Restaurant","3021 N Alma School Rd","Chandler","AZ","85224",202,68,"3.8823529411764706"
"PelhNV5WsvEJjhUShubLvQ","La Mexicana Bakery & Deli","3675 S Decatur Blvd, Ste 1","Las Vegas","NV","89103",44,11,"3.8181818181818183"
"hiydLAE7gWotTslBJYENrg","Kaba Curry","5115 Spring Mountain Rd, Ste 234","Las Vegas","NV","89146",961,65,"4.015384615384615"
"W4Zn7uFt8TgaVOrMVt5EAg","Wild Orchid Nails & Spa","9075 S Eastern Ave, Ste 3","Las Vegas","NV","89123",66,20,"3.9"
"dFGBe1J6oFllQEgdMrFogA","Tatjana''s Hair Salon","1775 East Tropicana Ave, Ste 18","Las Vegas","NV","89119",17,29,"4.827586206896552"
"6-lmL3sC-axuh8y1SPSiqg","Roberto''s Taco Shop","8580 W Lake Mead Blvd","Las Vegas","NV","89128",295,46,"3.869565217391304"
"FHmgMdfMx5OG9CxuU7TY8Q","Therapeutic Massage NOW!","8645 Sahara Ave","Las Vegas","NV","89117",18,11,"5"
"zOvZaiuzxUBzQE0Uecg-aw","Brick","The Arizona Ctr, 455 N 3rd St","Phoenix","AZ","85004",500,122,"3.3114754098360657"
"_Ggfchx5t3KYZOWu5N3y-A","Puppies N Love","4568 E Cactus Rd","Phoenix","AZ","85032",24,18,"4.111111111111111"
"bEOKzplFAcoe6Z-7q2HIKQ","Diana''s Fabulous Nails","925 S Gilbert Rd","Mesa","AZ","85204",3,3,"4"
"39BNnMLzx0UUwkWKxGeQKA","La Cosina Mexican Restaurant","7320 Las Vegas Blvd S, Ste 110","Las Vegas","NV","89123",75,20,"3.95"
"iRFJ-_MovIJnvFcBDfCQtw","Pearle Vision","1381 W Sunset Rd, Ste 120","Henderson","NV","89014",37,23,"3.391304347826087"
"a1Wb8aKPyqfSM-COEG5VWg","Body Spa West","8751 W Charleston Blvd, Ste 190","Las Vegas","NV","89117",75,31,"4.806451612903226"
"FIhNVl-AFxrjb1-puoFF_Q","Macayo Vegas","4457 W Charleston Blvd","Las Vegas","NV","89102",50,17,"3.6470588235294117"
"ud3CUNbFOPYgDbxsfN1MWA","Blooming Nails & Spa","7260 W Bell Rd","Glendale","AZ","85308",8,15,"4.666666666666667"
"6Yzu32WtB7lf_JFLEkN1aA","Helzberg Diamonds","7700 W Arrowhead Towne Ctr, Ste 1073","Glendale","AZ","85308",20,6,"2.1666666666666665"
"aXWN4oH8W-MVDchWia084g","Nine on Nine","900 Penn Ave","Pittsburgh","PA","15222",186,76,"3.8684210526315788"
"AVA3AwMEHfLY9anV3WgDXA","El Pollo Loco","7310 S Rainbow Blvd","Las Vegas","NV","89118",515,64,"2.921875"
"1-EjdZhVZFuNG6ReBS0rvQ","Popo''s Fiesta Del Sol Mexican Food","17037 N 59th Ave","Glendale","AZ","85308",1052,215,"3.586046511627907"
"9k95ddpuvRqhC5otDZ6FhA","The Pink Poodle Parlor Too","8889 S Eastern Ave, Ste A-110","Las Vegas","NV","89123",14,19,"4.526315789473684"
"x8O-Mll5ksDpeIgtA0XY-w","Buffet At Asia","4090 S Eastern Ave","Las Vegas","NV","89119",530,152,"2.585526315789474"
"A0b7qkj-69ikXtcmaVqIMQ","Ferrari''s Pizza","14560 US Rt 30","North Huntingdon","PA","15642",17,8,"3.75"
"67__d4hCRV47mNrMJabo5w","Focus Plumbing","1220 S Commerce St, Ste 120","Las Vegas","NV","89102",NULL,10,"5"
"1mSAHgRm_sbDslTgeId2Mg","Taqueria El Buen Pastor","4777 E Charleston Blvd, Ste 217","Las Vegas","NV","89104",18,6,"4.333333333333333"
"yQXnTWxh32HFonq6FI5kPQ","Meat Chix And Wieners","104 Decatur","Las Vegas","NV","89118",4,5,"3"
"76aGN20BrGWvAlYfPGVv_A","All-Pro Transmission","26 E Southern Ave","Mesa","AZ","85210",NULL,7,"2.2857142857142856"
"UXkD2CbW8BnTpYyUTsrCTQ","Del Taco","2320 E Serene Ave","Las Vegas","NV","89123",407,37,"3.2162162162162162"
"9PBfeIO-4_oNTJ_pfyesUQ","Subway","3550 E Southern Ave","Mesa","AZ","85204",22,6,"2.6666666666666665"
"Spwoms_tI4yAG6rTm9hT9Q","Angels Barbershop","3917 W Charleston Blvd","Las Vegas","NV","89102",8,9,"4.777777777777778"
"QiPJy7hjfAMfa3RfBcx7Pw","Grace Plumbing Services","3235 N Arizona Ave, Ste 3","Chandler","AZ","85225",3,9,"1.777777777777778"
"65f0pXB1bSwHH1Pi7kkryw","Bio Bistro","727 E Tyler St","Tempe","AZ","85281",59,7,"2.5714285714285716"
"hEtb2D81MtRfKuAd1FdV6w","Farinacci Pizza","9385 Olde 8 Rd","Northfield","OH","44067",73,28,"3.9642857142857144"
"HsU00tlEnOg0W_cv-xubgQ","Downtown Scottsdale Hair & Nails","3940 N Miller Rd, Ste D","Scottsdale","AZ","85251",104,22,"4.545454545454546"
"ZAcldWPPzu-vMoJShkEv2Q","The Victory","2710 Atwood Ave","Madison","WI","53704",65,27,"4.074074074074074"
"0qJC_sl3ZFliXRLnzzGR5Q","Injexts","10201 N Scottsdale Rd","Scottsdale","AZ","85253",2,11,"5"
"Ei21gZXbsXbJlWL0QxLVzA","Domino''s Pizza","3395 E Tropicana Ave","Las Vegas","NV","89121",25,18,"2.611111111111111"
"F5jwXCeAqHzs-c87sps5gg","Satoya","2550 S Rainbow Blvd","Las Vegas","NV","89146",232,57,"4.105263157894737"
"OD09pm-MzynigAvD5KoGPA","Mucha Lucha Taco Shop","818 W Broadway Rd","Tempe","AZ","85282",527,278,"4.5"
"kzuqhqCPuSyWUL61GiYTMg","Eagle Crest Apartments","6451 W Bell Rd","Glendale","AZ","85308",2,7,"4.142857142857143"
"nP3bNG_wWyAF2RYAMoU_ww","Luxe Scottsdale Apartments","8444 E Indian School Rd","Scottsdale","AZ","85251",516,9,"4.111111111111111"
"H1Ur0437z5wVWWbVfPU4bA","Shellynn Nicole","8975 W Charleston Blvd, Ste 130, Sola Salon","Las Vegas","NV","89117",14,19,"4.947368421052632"
"yd0g-FRSAdP9YKm7Z8-uUw","La Piazza","1000 N Main St","Las Vegas","NV","89101",268,39,"3.4871794871794872"
"WEPqQjRGviPyCKEmPhALSw","The Coachman''s Inn","3240 S Eastern Ave","Las Vegas","NV","89169",56,17,"4.235294117647059"
"iUHz8jIWjkbx6pXsTUNIaw","Arena Sports Grill","6245 E Bell Rd, Ste 101","Scottsdale","AZ","85254",676,72,"3.3472222222222223"
"uS_FF93zeXndd6Fln1zVjg","Dollar Tree","4055 S Maryland Pkwy","Las Vegas","NV","89119",127,7,"2.4285714285714284"
"CxtzsoASybpq3afGYu4LYg","Jimmy John''s","7000 N 16th, Ste 124","Phoenix","AZ","85020",49,15,"3.2"
"IJ907MovIEUy9PzAE1JjUA","Fantastic Sams","1020 E Ray Rd, Ste 2","Chandler","AZ","85225",10,7,"2.5714285714285716"
